Id,Category,Topic,Source,Headline,Text,Link,longitud,num_palabras,palabras_unicas,palabras_unicas_ratio,mayusculas,exclamaciones,interrogaciones,puntuacion_total,sensacionalistas,contiene_url,num_entidades,polaridad_pos,polaridad_neg,num_citas,nombres_propios
503,True,Politics,EL UNIVERSAL,Ni Tri ni afición mexicana podrán votar en Rusia,tri afición mexicano verb_poder verb_votar rusia number mexicano residente rusia verb_quedar registrado listado nominal elector residente extranjero información inst_ine jugador selección nacional futbol cuerpo técnico mil aficionado mexicano verb_viajar rusia verb_vivir experiencia mundial futbol verb_iniciar number junio verb_quedar verb_votar elección presidencial caso domingo number julio elección verb_seguir país dato inst_ine inst_ine verb_reflejar number mexicano residente rusia verb_quedar registrado listado nominal elector residente extranjero linere verb_contar credencial elector verb_solicitar verb_ser verb_anotar verb_confirmar intención verb_sufragar extranjero tardar number abril number connacional number verb_votar verb_elegir presidente gobernador senador entidad origen number restante number mexicano verb_registrar verb_votar rusia verb_hacer presidente senador cifra verb_ser consistente personal embajada servicio verb_consular mexicano país inst_ine verb_haber verb_anotar verb_pensar verb_viajar mundial number mayo inst_ine verb_prever verb_haber verb_concluir entrega number mil number paquete electoral postal pep voto number mil number mexicano mexicano residente extranjero verb_registrar linere recepción pep caso verb_requerir verb_ser ciudadano titular registro verb_recibir paquete postal verb_votar verb_enviar sobre- voto regreso méxico linere definitivo verb_ser verb_emplear elección number julio verb_conocer consejo general inst_ine lunes mexicano verb_emitir voto rusia verb_ser number number verb_votar jefe gobierno ciudad méxico guanajuato number jalisco number morelo number puebla cero ciudadano verb_registrar verb_sufragar gobernador chiapa yucatán,http://www.eluniversal.com.mx/nacion/Política/ni-tri-ni-aficion-mexicana-podran-votar-en-rusia,2238,368,186,0.5054347826086957,210,0,0,0,0,0,0,0,0,0,45
504,True,Politics,Excelsior,La CDMX enfrenta contingencia por falta de agua,cdmx verb_enfrentar contingencia falta agua presencia canal alto presión alto temperatura verb_afectar distribución number mil habitante number delegación vecino delegación tláhuac verb_cerrar tramo avenida nombre calle number verb_manifestar inconformidad falta agua potable verb_padecer zona ciudad méxico delegación cuauhtémoc benito juárez iztapalapa iztacalco venustiano carranza azcapotzalco verb_tlalpar verb_enfrentar contingencia escasez presión agua autoridad number mil habitante demarcación verb_padecer escasez presencia atípico canal alto presión verb_originar verb_dejar verb_recibir number mil litro agua sistema cutzamalo alto temperatura zona verb_incrementar number ciento consumo líquido situación verb_mermar distribución josé ramón aguirre director general sistema agua ciudad méxico verb_detallar ciento ciudad verb_ser number mil habitante verb_hablar verb_estar emergencia contingencia verb_estar presión ciudad delegación cuauhtémoc benito juárez verb_haber verb_tener queja vecino presión verb_agregar verb_haber zona verb_haber verb_poder verb_cumplir tandeo completo iztapalapa verb_atender queja pipa agua iztacalco venustiano carranza azcapotzalco verb_estar situación normal provocado cuestión climatológico severo verb_poner marcha operativo especial entrega agua pipa colonia verb_hacer verb_dejar verb_recibir él guillermo orozco secretario gobierno verb_detallar número pipa verb_haber verb_conjuntar coordinación sacmex verb_ser number pipa diario verb_estar disponible verb_atender demanda ciudadanía pipa verb_tener capacidad verb_hacer viaje diario verb_permitir verb_distribuir number millón litro verb_verificar verb_lucre distribución agua contraloría general verb_instalar módulo atención number servidor público secretaría contraloría apoyado number unidad vehiculares verb_mantener atento eduardo rovelo contralor general ciudad verb_indicar intención verb_ser verb_dar certeza distribución verb_ser correcto servidor público verb_actuar profesional ético disciplinado number trabajador secretaría desarrollo social verb_acudir zona afectado verb_coordinar entrega pipa verb_prever situación verb_regularizar finales semana autoridad verb_hacer llamado población verb_contar servicio verb_racionen agua verb_advertir verb_poder verb_padecer carencia,https://www.excelsior.com.mx/comunidad/la-cdmx-enfrenta-contingencia-por-falta-de-agua/1244236,3096,495,251,0.5070707070707071,132,0,0,0,0,0,0,0,0,1,42
505,Fake,Politics,Lo que calla la TV,"HOSPITAL NIEGA LA ENTRADA A PERSONAS QUE NO VOTEN POR EL PRI, COMPARTE ANTES DE QUE LO ELIMINEN.",hospital verb_negar entrada persona verb_votar pri verb_compartir verb_eliminir pésimо serviciо urgencia hоspital alto especialidad juan graham casasús tabascо paciente ingresado sábadо number verb_febrerо number*:*number serviciо urgencia verb_siendо  number nоche dоmingо verb_seguir acоstado silla pisо verb_asignarоn cama verb_llegarоn оtra persоna transcursо diciendо verb_cоnоcir subdirectоra cuandо verb_ser sоlо fоrma verb_lоgrar verb_оbtener cama instalaciоn verb_pоr negligencia ellоs mismоs paciente verb_tener catéter diálisis verb_hacer verb_cuatrо mes verb_tener función verb_haber verb_prоvоcadо alto infección sepsis verb_cоn altо gradо temperatura temblоr cuerpо verb_tener verb_negarоn accesо verb_tener cama cuandо realmente verb_haber cama desоcupada teniéndоlоs amоntоnadоs silla duro fría mоmentо persоna verb_llegar verb_ser verb_ingresar instalaciоn urgente sоn abоrdadоs pоr lоs guardias seguridad lоs verb_negar accesо hоspital verb_estоs verb_llegar cоn urgencia cоmplicaciоn prоblema verb_necesitar atención inmediato llenándоlоs serie pregunta irrelevante verb_casоs clínicоs pregunta verb_lоs unifоrmadоs verb_hacer lоs paciente acоmpañant sоn pоr verb_vоtar campaña elecciоn verb_escuchar respuesta pri verb_negar entrada rоtundamente menоs verb_tener cоnоcidоs dentrо instalaciоn verb_poder verb_sоcоrrer ellоs verb_ser cоmо verb_poder verb_ingresar verb_haber verb_intentadо verb_investigar lоs nоmbres persоna respоnsabl situación verb_perо verb_оcultar cualquiera infоrmación verb_poder verb_afectar él cubriéndоse ellоs verb_respetar derechо salud verb_estar cоmetiendо falta lоs derechоs humanоs verb_parecer persоna verb_tener órden sоlо verb_dar entrada persоna verb_vallar verb_vоtar pоr candidatо electо haciéndоlоs verb_firmar verb_dar credencial inst_ine verb_pоder verb_ser ingresadоs verb_estar investigandо situación autоridad cоrrespоndient verb_poder verb_pоner tratо verb_hacer verb_pagar persоna verb_оcupar altо cargо verb_abusar pоder verb_invitamоs cualquiera malo práctica tratо verb_funciоnariоs públicоs denunci verb_debemоs verb_luchar pоr nuestrоs derechоs verb_enfrentar figura autоritaria cuandо verb_estar verb_haciendо trabajо cоrrespоndiente abusandо autоridad cоmparte persоna verb_ser cоnscient verb_acabemоs verb_cоn ciclо tratо nuestrоs ciudadanоs verb_pueblо unidо jamás verb_ser vencidо,https://locallalatv.com/hospital-niega-la-entrada-personas-no-voten-pri-comparte-lo-eliminen/,2703,445,267,0.6,123,0,0,0,1,0,0,0,0,0,9
506,Fake,Politics,Retroceso,Candidato de Morena a la alcaldía de La Paz se alía con taxistas para ganar votos y sacar a UBER,candidato morena alcaldía paz verb_aliar taxista verb_ganar voto verb_sacar verb_uber paz cosa verb_andar tensa semana candidato morena alcaldía verb_cometer error verb_meter él taxista chófer uber verb_estar reprochado verb_haber verb_hacer público candidato priista gestión verb_apoyar taxista verb_mejorar unidad verb_decir verb_ir ley verb_sacar paz empresa uber verb_haber verb_dañar economía taxista año verb_haber verb_luchar trabajado benecio paceño verb_ser golpe letal verb_rubén muñoz verb_llegar presidencia municipal verb_dar baja autorización uber verb_cerrar completo verb_estar ciudad verb_haber verb_venir verb_sostener candidato amlo pupilo verb_ser verb_espantar inversión único verb_importar verb_ser verb_prometer pobre taxista verb_morir engañado comunicación capital sudcalifornián verb_haber verb_señalar taxista verb_querer verb_interesar cosa verb_ser verb_sacar empresa uber verb_lograr cometida,https://retroceso.com/2018/05/26/candidato-de-morena-a-la-alcaldia-de-la-paz-se-alia-con-taxistas-para-ganar-votos-y-sacar-a-uber/,1153,207,125,0.6038647342995169,30,0,0,0,0,0,0,0,0,0,19
507,Fake,Politics,La Voz Popular,"COREA DEL NORTE EJECUTA A UN TRAIDOR MEDIANTE ""MUERTE POR KIKI""",corea norte ejecuta traidor muerte kiki gobierno corea norte verb_seguir verb_practicar ejecución traidor verb_emplear método ejecución variado verb_satisfacer curiosidad kim jong-un verb_gustar verb_innovar materia gobierno surcoreano verb_seguir verb_ejecutar simpatizante tío kim jong-un verb_ser ejecutarlo muerte kiki QUEST verb_ser muerte kiki QUEST ejecución muerte kiki verb_ser verb_mencionar serie futurama verb_atribuir guionista invención verb_conocer ejecución método ejecución llamado muerte kiki tipo ejecución verb_consistir verb_obligar reo condenado muerte verb_realizar acto sexual mujer verb_haber verb_realizar hombre forma continuo verb_nutrir él agua alimento verb_caer extenuado verb_fallecer verb_tender verb_pensar muerte kiki verb_ser llamado muerte dulce experiencia verb_ser agradable verb_parecer verb_depender verdugo muerte kiki corea norte ejecutado muerte kiki historia humanidad ejecutado verb_tener constancia verb_haber verb_ser park simpatizante reconocido tío kim jong-un ejecutado verb_hacer mes noticia verb_haber verb_hacer eco informador corea norte ejecución muerte kiki verb_realizar number señorita norcoreano verb_presentar voluntaria ejecución acto verb_estar presente kim jong-un mujer,http://lavozpopular.com/corea-del-norte-ejecuta-un-traidor-mediante-muerte-por-kiki/,1666,279,165,0.5913978494623656,86,0,2,2,0,0,0,0,0,5,27
508,True,Politics,Proceso,"La ""novia"" de Javier Duarte queda en libertad tras pagar multa de USD*NUMBER* mil *NUMBER*",novia javier duarte verb_quedar libertad verb_pagar multa usd*number mil number xóchitl tress rodríguez exdirectora espacio educativo gobierno priista javier verb_duarte ochoa verb_lograr verb_salir prisión verb_pagar multa number mil number pesos verb_declarar culpable verb_haber verb_aceptar camioneta casa dinero erario público veracruz novia javier duarte verb_dictar sentencia año prisión enriquecimiento ilícito verb_obtener libertad condicional verb_ser verb_confirmar personal dirección general readaptación social serie audiencia consecutivo tress rodríguez verb_decir engañado funcionario veracruzano verb_endilgar contrato adquisición vivienda lujoso fraccionamiento costa oro boca río adquirido conformación empresa fantasma personal fiscalía general fge judicial pje verb_confirmar salida excandidata pan verb_retirar rumbo desconocido bordo camioneta rojo tress rodríguez verb_ser verb_conmutar condena number año enriquecimiento ilícito xóchitl tress actualmente relación sentimental luis hernández vocalista grupo norteño tigre norte verb_trabajar mes gobierno verb_duar tú mitad sexenio verb_cumplir number año verb_ser esposa exdiputado federal pan gregorio barrada miravete ejecutado noviembre number chofer exdiputado local verb_omar manzur assad barrada miravete verb_ser verb_ejecutar verb_faltar mes verb_tomar protesta alcalde municipio sureño juan rodríguez trimestre rodríguez enviudó ciberespacio verb_filtrar foto topl semidesnudo viaje xochitl tress relación extramarital diputado federal pri rafael rodríguez clase político veracruz verb_bautizar viuda alegre viuda azul,https://www.proceso.com.mx/497787/la-novia-javier-duarte-queda-en-libertad-tras-pagar-multa-37-mil-500,2087,330,195,0.5909090909090909,128,0,0,0,0,0,0,0,0,3,52
509,Fake,Politics,Retroceso,¡BOMBA! Peña recibe a AMLO en 'Los Pinos',EXCL bomba EXCL peño verb_recibir amlo pino obrador verb_decir gobierno enrique verb_haber verb_ser saludable méxico pacto peña nieto andrés manuel lópez obrador verb_estar vista candidato presidencial ricardo anaya verb_denunciar abanderado morena verb_haber verb_hacer público distinto ocación verb_decir verb_enjuiciar peña mañana verb_ser verb_sorprender andrés manuel lópez obrador verb_salir pino imagen verb_ser verb_captar verb_dron verb_sospechar pacto pri-morena verb_realizar transcición paz inmunidad verb_finalizar gestión verb_ir cárcel amlo verb_haber verb_ser reiterativo discurso verb_vender avión presidencial verb_haber verb_señalar distinto ocación presidente peño miembro mafia padrino político expresidente salina gortari verb_decir reunión andrés manuel verb_elogiar peña verb_decir gobierno verb_haber verb_ser saludable mexicano verb_haber verb_tener error gente verb_poder verb_perdonar verb_pasar año verb_ser ocación gobierno mexicano verb_recibir candidato presidencial verb_ser verb_donald verb_trump año number,https://retroceso.com/2018/06/09/bomba-pena-recibe-a-amlo-en-los-pinos-obrador-dijo-que-el-gobierno-de-enrique-ha-sido-saludable-para-mexico/,1272,220,136,0.6181818181818182,71,2,0,2,0,0,0,0,0,0,26
510,Fake,Politics,El Ruinaversal,Militantes del PRI confiesan que votarán por AMLO para que les perdone todos sus robos del sexenio,militante pri verb_confesar verb_votar amlo verb_perdonar robo sexenio méxico.- sorpresa verb_causar number*% integrante partido revolucionario institucional verb_revelar encuesta verb_planear verb_votar candidato josé antonio verb_meadir elección presidencial verb_preferirir verb_dar él apoyo representante morena andrés manuel lópez obrador verb_considerar persona integro justo santidad elevado verb_ser capaz verb_perdonar cualquiera pecador verb_recoger él verb_cobijar él institución integrante pri verb_mencionar verb_ser humano verb_cometer error verb_confesar javier duarte verb_ser único verb_haber verb_actuar forma indebido institución verb_estar lleno rata corrupto verb_saber verb_ser verb_perdonar amlo verb_llegar caso obrador verb_ser verb_pasar católico verb_vivir vida lleno podredumbre pecado asquerosidades verb_saber verb_diosito verb_poder verb_perdonar verb_confesar verb_arrepientar verb_morir pecado verb_limpiarar verb_ganarar cielo verb_elegir verb_vivir vida lleno cochinada modos diosito perdona momento verb_pasar amlo político corrupto nivel santidad verb_ser grade verb_ser misericordioso verb_ser capaz verb_perdonar persona ratero ambicioso verb_importar partido verb_querer verb_llegar verb_olvidar él verb_escribir historia verb_decir verb_olvidar él verb_incluir cosa persona mala verb_amlo verb_recibir brazo abierto político partido verb_querer verb_ir morena verb_ser verb_hacer fuerte partido verb_ganar obsesión verb_llegar verb_ser verb_ser puro alma verb_perdonar verb_dar oportunidad verb_ser mesía verb_relatar presidente pri verb_enrique ochoa verb_rezar encuesta priísta sensacional number*% verb_votar andrés manuel verb_tener oportunidad carlos salinas gortari verb_dar apoyo salinas verb_cansar verb_manejar país atrás verb_tener verb_manejar marioneta presidente turno verb_querer verb_retirar él irlanda verb_vivir paz verb_olvidar él realmente obrador verb_ser esperanza méxico corrupto verb_recibir gustoso institución confiado verb_ser persona arte magia verb_gobernar forma íntegro verb_afiliar él morena verb_puntualizar,http://www.elruinaversal.com/2018/02/04/militantes-del-pri-confiesan-que-votaran-por-amlo-para-que-les-perdone-todos-sus-robos-del-sexenio/,2587,448,239,0.5334821428571429,93,0,0,0,0,0,0,0,0,2,31
511,Fake,Politics,twitter -Ricardo Aleman,Twitter apoya a AMLO,verb_creer QUEST verb_acabar verb_descubrir administrador @twitter verb_borrar mensaje @ricardoalemanmx verb_cuestionar @lopezobrador MULTI_EXCL verb_jajajar EXCL pinche red social vendido militantemulti_excl verb_hacer rusia bretaña unidos EXCL rata gordasmulti_excl verb_pasar verb_suceder cosa serio verb_saber verb_apoyar verb_haber verb_ser brillante verb_deducir él pinche sistema cochino,https://twitter.com/RicardoAlemanMx/status/953753200955359233?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.laotraopinion.com.mx%2Ftwitter-apoya-a-amlo-censura-tuits-en-su-contra%2F,422,69,59,0.855072463768116,17,11,1,12,0,0,0,1,0,0,11
512,Fake,Politics,El Ruinaversal,MEXICANOS EN EL MUNDIAL DE RUSIA SI PODRÁN VOTAR ¡PERO SOLO SI LO HACEN POR MEADE!,mexicano mundial rusia verb_poder verb_votar EXCL verb_hacer meade EXCL méxico.- verb_revelar mexicano verb_encontrar mundial rusia verb_poder verb_votar verb_elegir presidente verb_instalar casilla electoral especial nación verb_haber verb_rumorar director inst_ine lorenzo córdova verb_informar compatriota verb_poder verb_emitir sufragio verb_votar josé antonio meade pri verb_ser único partido verb_tramitar permiso necesario verb_instalar modulo verb_votar país europeo lorenzo verb_mencionar inst_ine institución verb_poder verb_instalar casilla ley verb_especificar verb_permitir verb_votar ciudadano territorio mexicano país vecino verb_señalar verb_existir vacío legal partido político verb_poder verb_solicitar nación verb_instalar módulo mexicano verb_encontrar visita verb_poder verb_emitir sufragio inst_ine institución verb_poder verb_instalar casilla país verb_ser vecino méxico unidos canadá centroamérica partido político verb_tener facultad verb_solicitar nación verb_poder verb_instalar módulo ciudadano mexicano verb_encontrar territorio verb_poder verb_votar elección verb_ser proceso complicado verb_depender absoluto inst_ine verb_autorizar instalación casilla extranjero verb_depender negación partido país pri verb_ser único verb_interesar tema verb_contactar gobierno ruso verb_tramitar permiso necesario verb_permitir verb_instalar casilla ciudad sed mundial rusia mexicano verb_estar allá verb_disfrutar evento verb_poder verb_votar verb_ser presidenciable josé antonio meade pri verb_tramitar permiso boleta verb_tener recuadro revolucionario institucional verb_decir lorenzo verb_pedir ciudadanía verb_empezar verb_lanzar critica negativa inst_ine verb_tener verb_ver decisión verb_ser permiso verb_negociar pri embajada méxico rusia embajada rusa méxico verb_tener verb_ver verb_tener verb_acreditar verb_estar regla pri verb_instalar number casilla number país rusia verb_ser sede mundial compatriota verb_votar verb_pedir verb_hacer sensacional verb_ir verb_obligar verb_votar compatriota rusia verb_querer verb_apoyar meade verb_hacer cambio verb_querer verb_dar él voto verb_poder verb_ir number casilla ubicado principal punto ciudad verb_dar él apoyo pri verb_obtener presidencia number julio verb_empiecir verb_argumentar verb_poner desventaja candidato verb_apoyar anaya amlo bronco verb_haber verb_regresar rusia verb_poner granito arena verb_ayudar él verb_ganar verb_haber verb_quedar allá verb_emborrachar él verb_decidir rumbo méxico verb_preferir verb_dar él vida rusia verb_puntualizar tajante,http://www.elruinaversal.com/2018/06/30/exicanos-en-el-mundial-de-rusia-si-podran-votar-pero-solo-si-lo-hacen-por-meade/,3319,572,279,0.48776223776223776,168,2,0,2,0,0,0,0,0,4,31
513,Fake,Politics,Retroceso,"Descubren mansión subterranea en el Rancho de AMLO, investigación especial.",verb_descubrir mansión subterraneo rancho amlo investigación especial investigación casa andrés manuel lópez obrador verb_haber verb_ser verb_someter escarnio público efectivamente verb_tratar vivienda number recamara verb_encontrar rancho verb_tener dimensión verb_sumar number hectárea verb_llamar atención investigador verb_ser puerta secreto verb_encontrar justo área estudio librería verb_llevar directamente pasillo escalera elegante gente cercano verb_haber verb_confesar comunicacíon humilde finca verb_haber sotano number metro cuadrados verb_guardar vehículo lujo sala descanso alberco salón masaje gimnasio área especial valoración atención médico área buffet verb_acostumbrar verb_comer familia lujoso mansión subterraneo andrés manuel verb_haber verb_ser verb_documentar reconocido periódico especializado investigación california california post,https://retroceso.com/2018/05/26/descubren-mansion-subterranea-en-el-rancho-de-amlo-investigacion-especial/,1084,175,114,0.6514285714285715,53,0,0,0,0,0,0,0,0,0,11
514,True,Politics,Forbes,Registra Meade su candidatura presidencial por el PRI,verb_registrar verb_meadir candidatura presidencial pri verb_presentar requisito legal registro candidato verb_destacar elección verb_jugar futuro méxico acompañado gobernador integrante pri dirigente partido verde ecologista méxico pvem alianza josé antonio verb_meadir verb_acudir inst_ine inst_ine verb_registrar candidatura presidencial coalición méxico verb_presentar requisito legal registro meade kuribreña verb_destacar elección verb_jugar futuro méxico posibilidad verb_retroceder convertirno nación próspero exitoso verb_avanzar verb_ser verb_apoyar verb_proteger verb_fortalecer familia verb_ser verb_proteger verb_motivar verb_decir candidato verb_dirigir él grupo simpatizante verb_presentar bandera partido verb_conformar coalición verb_gritar méxico chingón previo ceremonia registro instalación inst_ine verb_interrumpir constante orador aplauso benito nacif consejero electoral inst_ine verb_detallar verb_vencer plazo registro candidato puesto elección popular verb_iniciar proceso revisión requisito legal confirmación registro aspirante presidencial verb_ser number marzo verb_ratificar candidato number verb_iniciar proceso campaña electoral otorgamiento registro inst_ine completo proceso preparatorio campaña electoral verb_cumplir función verb_garantizar búsqueda voto ciudadano verb_iniciar condición certeza verb_señalar consejero electoral luis castro obregón presidente alianza carlos alberto puente presidente pvem verb_destacar trayectoria meade kuribreño cargo alto perfil gobierno verb_señalar idoneidad perfil verb_continuar transformación país verb_tomar palabra enrique reza presidente pri verb_enfocar avance democrático aportado gobierno pri objetivo coalición integrado partido verb_representar pvem alianza coalición méxico verb_garantizar desarrollo sostenible verb_cuidir ambiente entero país verb_promueva formación técnico académico profesional enseñanza excelencia verb_apuntar verb_decir elección number julio verb_ser oportunidad verb_dar mexicano calidad vida señalo pri verb_haber verb_ser partido verb_construir institución verb_tener respeto ley forma verb_preservar paz social,https://www.forbes.com.mx/registra-meade-su-candidatura-presidencial-por-el-pri/,2669,429,218,0.5081585081585082,108,0,0,0,0,0,0,0,0,9,36
515,True,Politics,HUFFPOST,Así felicitó Putin a López Obrador,verb_felicitar putin lópez obrador presidente ruso verb_destacar verb_valorar altamente relación tradicionalmente amistoso méxico abogo desarrollo posterior mandatario ruso verb_unir felicitación diverso político internacional verb_reconocer triunfo amlo elección presidente rusia verb_vladimir putin verb_felicitar andrés manuel lópez obrador verb_ser virtual ganador ganador presidencia méxico verb_informar servicio prensa kremlin presidente ruso verb_vladimir putin verb_enviar telegrama felicitación lópez obrador motivo victoria elección presidencial verb_decir comunicado texto putin verb_destacar rusia verb_valorar altamente relación tradicionalmente amistoso méxico verb_abogan desarrollo posterior asimismo verb_expresar esperanza político tabasqueño verb_prestir atención necesario cooperación país informe consejero presidente inst_ine inst_ine lorenzo córdova candidato izquierda verb_recibir number number*% voto elección presidencial,https://www.huffingtonpost.com.mx/2018/07/02/asi-felicito-putin-a-lopez-obrador_a_23472728/,1179,175,102,0.5828571428571429,53,0,0,0,0,0,0,0,0,2,24
516,True,Politics,El país,Una empresa contratada por la campaña de Trump contactó con WikiLeaks para obtener los emails de Clinton,empresa contratado campaña trump verb_contactar wikileaks verb_obtener email clinton director entidad verb_solicitar assange number polémico email desaparecido servidor privado demócrata director empresa vinculado equipo campaña donald trump verb_contactar number fundador wikileaks verb_juliar assange verb_obtener polémico correo electrónico servidor privado hillary clinton cnn intención verb_alexander nix alto ejecutivo empresa análisis dato cambridge analytico verb_ser supuestamente verb_proveer información number emails verb_desaparecer servidor asesor candidato republicano verb_poder verb_atacar contrincante político campaña trump verb_contratar empresa verano number mes elección noviembre versión cnn verb_assange verb_comunicar miércoles diario the daily beast verb_haber verb_rechazar oferta colaboración campaña wikileaks verb_ser responsable verb_divulgar email clinton verb_haber verb_enviar servidor privado peso verb_tener verb_cargar campaña fbi verb_llegar verb_investigar posibilidad verb_haber verb_manejar material confidencial cautela filtración marzo number verb_trump  verb_hacer llamamiento rueda prensa rusia verb_estar verb_escuchar verb_esperar verb_podáis verb_encontrar number emails clinton verb_estar desaparecido servicio inteligencia estadounidense verb_assange verb_ser verb_considerar enemigo país director cia verb_haber verb_calificar fraude información wikileaks verb_negar verb_assange verb_poder verb_haber verb_jugar favor intención kremlin investigación gobierno verb_acusar verb_haber verb_tratar verb_interferir elección información publicado cnn verb_volver verb_generar duda posibilidad equipo trump buscara verb_coordinar él fuerza exterior verb_derrotar clinton pese numeroso investigación influencia ruso curso comités congreso servicio inteligencia fiscal especial independiente verb_haber verb_demostrar verb_haber colusión kremlin verb_trump verb_abrir causa judicial presidente entorno julio año prensa estadounidense verb_divulgar donald verb_trump hijo presidente verb_reunir abogada ruso lazo kremlin promesa verb_recibir información incriminatorio clinton primogénito yerno trump jared kushner verb_formar lista cuestionado verb_liderar investigación,https://elpais.com/internacional/2017/10/26/estados_unidos/1508973838_560447.html,2779,438,244,0.5570776255707762,115,0,0,0,0,0,0,0,0,2,51
517,True,Politics,Excelsior,Semarnat: Nevado de Toluca será manejado con esquema 'sustentable',verb_semarnat nevado toluca verb_ser verb_manejar esquema sustentable number mil firma verb_haber verb_reunir verb_evitar verb_ser verb_talar nevado toluca dependencia verb_aclar verb_ser tala comercial ciudad méxico petición plataforma change.org dirigido secretaría ambiente recurso natural semarnat verb_impedir tala number ciento nevado toluca verb_alcanzar number hora number mil number firma number octubre semarnat verb_publicar diario oficial federación dof programa manejo ahoro área protección flora fauna nevado toluca verb_permitir tala comercial number mil number hectárea equivalente number ciento superficie llamado subzona aprovechamiento sustentable recurso natural área forestal verb_comprender number polígono cobertura bosque pino oyamel denso semidenso numeroso llano disperso rico nutrient materia orgánico verb_favorecer captura carbono infiltración agua octubre number decreto presidencial verb_degradar nevado toluca parque nacional área protección flora fauna verb_armonizar necesidad económico social área natural protegido objetivo conservación elemento natural verb_conformar polígono ubicado municipio almoloya juárez amanalco calimaya coatepec harina temascaltepec verb_tenanguir valle toluca villa guerrero villa victoria zinacantepec méxico verb_ser verb_hábitatir numeroso especie ave codorniz coludo gallina monte pájaro hormiguero especie amenazado halcón peregrino búho cornudo lechuza campanario gorrión zorzal cantor asimismo verb_servir refugio paso coyote zorra gris zorrillo comadreja armadillo mapache tlacuache especie peligro extinción víbora cascabel lagarto alicante cuello rugoso área protección flora fauna nevado toluca verb_ser estratégico abasto agua sistema cutzamalo verb_abastecer ciudad toluca zona metropolitano valle méxico ciudad méxico asimismo sur influencia hidrológico verb_extender vecino guerrero reacción opinión público ciudadanía coordinador general comunicación social secretaría ambiente recurso natural wilhem hagelsieb garza verb_emitir nota aclaratorio verb_destacar término tala comercial verb_contemplar programa manejo nevado toluca verb_ser manejo forestal sustentable árbol verb_ser igualmente cortado verb_ser importante verb_mencionar actividad aprovechamiento verb_llevar cabo zona verb_deber verb_ser verb_autorizar semarnat verb_cumplir disposición aplicable materia forestal impacto ambiental dispuesto capítulo verb_vi regla administrativo programa manejo verb_agregar vocero semarnat verb_prever acción verb_obligar interesado verb_cuidar verb_recuperar bosque compensación beneficio obtenido verb_evitar verb_disminuir capacidad productivo ecosistema recurso existente,https://www.excelsior.com.mx/nacional/2016/11/02/1125610,3449,550,298,0.5418181818181819,193,0,0,0,2,0,0,0,0,5,89
518,True,Politics,CNN en español,El Brasil de hoy: polarización y violencia política,brasil polarización violencia político verb_faltar mes elección general number octubre brasil campaña electoral verb_estar pleno apogeo principio período oficial propaganda electoral verb_comenzar number agosto realidad verb_ser común candidato verb_recorrar país verb_inscribir él novedoso verb_ser clima violencia verb_haber verb_desatar verb_tener momento álgido martes number marzo verb_atacar arma fuego caravana expresidente lulo silva sur brasil ataque huevo piedra brasil verb_vivir clima violencia político verb_ver verb_hacer tiempo febrero presidente verb_michel verb_temer verb_decretar militarización río janeiro marzo verb_asesinar ciudad rio concejala izquierda marielle franco investigación congressoemfoco reconocido sitio periodístico apartidario enero number number marzo number number concejal verb_ser verb_asesinar ciudad circunstancia esclarecido vinculado política denuncia mafia narcotraficante local brasil verb_atravesar crisis político magnitud fuerte polarización verb_haber expresidente elogiado mundo logro lucha pobreza año gestión verb_poder verb_ir cárcel cualquiera momento condenado caso corrupción verb_haber verb_negar verb_impedir candidatura presidente verb_haber verb_sugerir verb_poder verb_presentar él candidato verb_reconocer verb_inaugurar obra verb_usar maquinaria verb_pensar octubre diverso encuesta verb_mostrar intención voto verb_alcanzar siquiera ciento gobierno verb_tener evaluación negativo number ciento verb_valer pena verb_recordar brasileño verb_ser afecto encuesta dato verb_haber verb_tener amplio difusión lulo verb_calificar atacante fascista precandidato verb_llamar verb_formar frente defensa democracia verb_parecer increíble verb_ser brasil,https://cnnespanol.cnn.com/2018/03/30/el-brasil-de-hoy-polarizacion-y-violencia-Política/,2295,383,221,0.577023498694517,76,0,0,0,1,0,0,0,0,0,26
